ds,ID,yhat1,trend,season_yearly
2017-11-18,10_117,2206.1953125,1402.6773681640625,803.517822265625
2017-11-25,10_117,2761.948974609375,1402.86181640625,1359.087158203125
2017-10-07,10_127,785.6950073242188,1212.8746337890625,-427.1796569824219
2017-10-14,10_127,763.9799194335938,1152.4735107421875,-388.4935607910156
2017-10-21,10_127,676.8064575195312,1092.071044921875,-415.2646484375
2017-10-28,10_127,577.4065551757812,1031.669921875,-454.2633972167969
2017-11-04,10_127,522.5342407226562,971.267578125,-448.7332763671875
2017-11-11,10_127,544.2884521484375,910.8663940429688,-366.5779418945313
2017-11-18,10_127,636.8953247070312,850.4639892578125,-213.5686798095703
2017-11-25,10_127,763.2054443359375,790.0628662109375,-26.857372283935547
2017-10-07,10_73,142.29974365234375,89.92619323730469,52.37355422973633
2017-10-14,10_73,133.99551391601562,85.51252746582031,48.48298645019531
2017-10-21,10_73,117.8527374267578,81.0987777709961,36.75395584106445
2017-10-28,10_73,97.34727478027344,76.68511199951172,20.662168502807617
2017-11-04,10_73,76.57789611816406,72.27144622802734,4.306446552276611
2017-11-11,10_73,58.71839904785156,67.85778045654297,-9.139381408691406
2017-11-18,10_73,45.01477813720703,63.44411849975586,-18.429338455200195
2017-11-25,10_73,34.671241760253906,59.03036117553711,-24.35912322998047
2017-10-07,10_88,773.1165771484375,683.6131591796875,89.50338745117188
2017-10-14,10_88,661.4971923828125,680.0614624023438,-18.564321517944336
2017-10-21,10_88,571.8653564453125,676.5098876953125,-104.64454650878906
2017-10-28,10_88,517.8922119140625,672.9581909179688,-155.06597900390625
2017-11-04,10_88,499.7444458007813,669.4066162109375,-169.66212463378906
2017-11-11,10_88,507.52783203125,665.8548583984375,-158.32704162597656
2017-11-18,10_88,528.0364990234375,662.3032836914062,-134.26678466796875
2017-11-25,10_88,551.2395629882812,658.751708984375,-107.51211547851562
2017-10-07,110_117,185.9172515869141,445.0496520996094,-259.1324157714844
2017-10-14,110_117,257.8661193847656,444.943603515625,-187.07749938964844
2017-10-21,110_117,332.3280944824219,444.8375549316406,-112.50946044921876
2017-10-28,110_117,415.2389526367188,444.73150634765625,-29.492549896240234
2017-11-04,110_117,515.0645141601562,444.6254577636719,70.43905639648438
2017-11-11,110_117,637.955810546875,444.5193786621094,193.43641662597656
2017-11-18,110_117,783.6043701171875,444.413330078125,339.1910705566406
2017-11-25,110_117,943.9410400390624,444.3072814941406,499.6337585449219
2017-10-07,110_127,865.9766845703125,1077.618896484375,-211.6422271728516
2017-10-14,110_127,816.281982421875,1047.4117431640625,-231.1297149658203
2017-10-21,110_127,756.4883422851562,1017.2044677734376,-260.71612548828125
2017-10-28,110_127,703.2633666992188,986.9978637695312,-283.7344665527344
2017-11-04,110_127,672.5906372070312,956.7906494140624,-284.20001220703125
2017-11-11,110_127,672.1578979492188,926.5833740234376,-254.42547607421875
2017-11-18,110_127,698.2369995117188,896.376220703125,-198.13917541503903
2017-11-25,110_127,737.422119140625,866.1689453125,-128.74681091308594
2017-10-07,110_73,-7.140652656555176,2.468180894851685,-9.60883331298828
2017-10-14,110_73,-11.059246063232422,1.783081293106079,-12.842328071594238
2017-10-21,110_73,-14.736632347106934,1.0979652404785156,-15.834598541259766
2017-10-28,110_73,-17.596315383911133,0.4128658771514892,-18.00918197631836
2017-11-04,110_73,-19.190296173095703,-0.2722501754760742,-18.918046951293945
2017-11-11,110_73,-19.4383544921875,-0.9573662281036376,-18.48098945617676
2017-11-18,110_73,-18.702978134155277,-1.642465591430664,-17.06051254272461
2017-11-25,110_73,-17.66739845275879,-2.3275816440582275,-15.339816093444824
2017-10-07,110_88,555.2770385742188,496.0582885742188,59.21875762939453
2017-10-14,110_88,488.0084838867188,496.3941650390625,-8.38570785522461
2017-10-21,110_88,431.9715576171875,496.7301025390625,-64.75855255126953
2017-10-28,110_88,395.1185302734375,497.0660400390625,-101.94751739501952
2017-11-04,110_88,379.12310791015625,497.4019775390625,-118.27884674072266
2017-11-11,110_88,380.8186645507813,497.7379150390625,-116.91926574707033
2017-11-18,110_88,394.94342041015625,498.0738525390625,-103.13043212890624
2017-11-25,110_88,416.66497802734375,498.4097290039063,-81.7447738647461
2017-10-07,113_117,107.09893798828124,353.046630859375,-245.94769287109372
2017-10-14,113_117,138.76710510253906,353.15008544921875,-214.38299560546875
2017-10-21,113_117,176.89122009277344,353.2535400390625,-176.36233520507812
2017-10-28,113_117,233.51742553710935,353.3569641113281,-119.83956146240234
2017-11-04,113_117,317.8959350585937,353.4604187011719,-35.564476013183594
2017-11-11,113_117,431.1923522949219,353.5638732910156,77.62849426269531
2017-11-18,113_117,564.9576416015625,353.6673278808594,211.2902984619141
2017-11-25,113_117,704.35546875,353.77081298828125,350.58465576171875
2017-10-07,113_127,550.6380615234375,633.8038330078125,-83.16574096679688
2017-10-14,113_127,527.3491821289062,609.9632568359375,-82.61410522460938
2017-10-21,113_127,467.9637756347656,586.1227416992188,-118.15898895263672
2017-10-28,113_127,399.2660217285156,562.2822265625,-163.01617431640625
2017-11-04,113_127,349.5653991699219,538.441650390625,-188.87628173828125
2017-11-11,113_127,333.8895263671875,514.6011352539062,-180.7115936279297
2017-11-18,113_127,347.7739562988281,490.7601318359375,-142.98617553710938
2017-11-25,113_127,371.88287353515625,466.9195861816406,-95.03671264648438
2017-10-07,113_73,-2.5962932109832764,1.4926466941833496,-4.088940143585205
2017-10-14,113_73,-3.769968509674072,1.0605547428131104,-4.830523490905762
2017-10-21,113_73,-5.387377738952637,0.628471851348877,-6.015849590301514
2017-10-28,113_73,-7.155580520629883,0.1963889598846435,-7.3519697189331055
2017-11-04,113_73,-8.635387420654297,-0.2357029914855957,-8.399683952331543
2017-11-11,113_73,-9.47629451751709,-0.6677857637405396,-8.80850887298584
2017-11-18,113_73,-9.599018096923828,-1.0998685359954834,-8.499150276184082
2017-11-25,113_73,-9.238431930541992,-1.5319606065750122,-7.706471920013428
2017-10-07,113_88,382.7747802734375,324.3350830078125,58.43971252441406
2017-10-14,113_88,331.7152099609375,324.18701171875,7.528219699859619
2017-10-21,113_88,282.39727783203125,324.0389709472656,-41.64170455932617
2017-10-28,113_88,245.48458862304688,323.89093017578125,-78.4063491821289
2017-11-04,113_88,226.86233520507807,323.742919921875,-96.8805694580078
2017-11-11,113_88,226.47604370117188,323.5948486328125,-97.1187973022461
2017-11-18,113_88,239.4630584716797,323.4468078613281,-83.9837417602539
2017-11-25,113_88,258.8523254394531,323.2987670898437,-64.4464340209961
2017-10-07,115_117,109.6849136352539,333.26470947265625,-223.5797882080078
2017-10-14,115_117,127.73196411132812,333.13604736328125,-205.4040985107422
2017-10-21,115_117,181.3456268310547,333.0074157714844,-151.66180419921875
2017-10-28,115_117,268.40283203125,332.8787841796875,-64.4759521484375
2017-11-04,115_117,366.3777160644531,332.7501220703125,33.62757110595703
2017-11-11,115_117,442.4579772949219,332.6214904785156,109.8364715576172
2017-11-18,115_117,471.6640625,332.49285888671875,139.1712188720703
2017-11-25,115_117,454.05322265625,332.3642272949219,121.6890106201172
2017-10-07,115_127,267.89508056640625,469.7286376953125,-201.83355712890625
2017-10-14,115_127,199.40042114257807,453.62060546875,-254.2201995849609
2017-10-21,115_127,164.3873291015625,437.5125732421875,-273.125244140625
2017-10-28,115_127,169.49969482421875,421.404541015625,-251.9048614501953
2017-11-04,115_127,199.34030151367188,405.29693603515625,-205.9566192626953
2017-11-11,115_127,223.86932373046875,389.18890380859375,-165.31956481933594
2017-11-18,115_127,215.38540649414065,373.0808715820313,-157.69544982910156
2017-11-25,115_127,166.36549377441406,356.97283935546875,-190.6073303222656
2017-10-07,115_73,27.652851104736328,14.222485542297363,13.430365562438965
2017-10-14,115_73,24.07858657836914,13.950672149658203,10.127914428710938
2017-10-21,115_73,20.590410232543945,13.67885971069336,6.911550998687744
2017-10-28,115_73,17.626955032348633,13.407041549682615,4.219914436340332
2017-11-04,115_73,15.08384132385254,13.135228157043455,1.9486130475997925
2017-11-11,115_73,12.521005630493164,12.863415718078612,-0.3424093425273895
2017-11-18,115_73,9.568929672241213,12.591602325439451,-3.022672414779663
2017-11-25,115_73,6.310243606567383,12.31978988647461,-6.009545803070068
2017-10-07,115_88,296.5751037597656,364.935791015625,-68.36068725585938
2017-10-14,115_88,266.6517944335937,364.2527770996094,-97.60099792480467
2017-10-21,115_88,247.66867065429688,363.5697326660156,-115.90106964111328
2017-10-28,115_88,242.3734436035156,362.88671875,-120.51325988769533
2017-11-04,115_88,247.4058532714844,362.2036743164063,-114.79781341552734
2017-11-11,115_88,255.79837036132807,361.5206604003906,-105.72227478027344
2017-11-18,115_88,261.6568603515625,360.837646484375,-99.18077850341795
2017-11-25,115_88,264.5822448730469,360.15460205078125,-95.57234191894533
2017-10-07,116_117,492.219970703125,877.7889404296875,-385.5689392089844
2017-10-14,116_117,624.4849853515625,876.5435791015625,-252.05856323242188
2017-10-21,116_117,789.6626586914062,875.2982788085938,-85.63560485839844
2017-10-28,116_117,986.517578125,874.0530395507812,112.4645004272461
2017-11-04,116_117,1198.7625732421875,872.8076171875,325.9550476074219
2017-11-11,116_117,1399.6131591796875,871.5623779296875,528.0508422851562
2017-11-18,116_117,1564.0455322265625,870.3169555664062,693.7286376953125
2017-11-25,116_117,1683.0732421875,869.0717163085938,814.0015258789062
2017-10-07,116_127,1391.7132568359375,1644.119873046875,-252.4065093994141
2017-10-14,116_127,1341.9183349609375,1612.2403564453125,-270.3220520019531
2017-10-21,116_127,1287.9033203125,1580.36181640625,-292.4584655761719
2017-10-28,116_127,1244.8717041015625,1548.4822998046875,-303.61065673828125
2017-11-04,116_127,1216.08251953125,1516.603759765625,-300.52117919921875
2017-11-11,116_127,1193.376708984375,1484.72509765625,-291.348388671875
2017-11-18,116_127,1165.4619140625,1452.845703125,-287.3837890625
2017-11-25,116_127,1128.0927734375,1420.9671630859375,-292.87432861328125
2017-10-07,116_73,21.680307388305664,20.00091552734375,1.679391622543335
2017-10-14,116_73,22.48188781738281,20.03937149047852,2.442516565322876
2017-10-21,116_73,22.45176315307617,20.07782745361328,2.373934268951416
2017-10-28,116_73,21.729820251464844,20.11628532409668,1.6135345697402954
2017-11-04,116_73,20.560741424560547,20.15473937988281,0.4060038030147552
2017-11-11,116_73,19.217449188232425,20.19319725036621,-0.9757476449012756
2017-11-18,116_73,17.941997528076172,20.231651306152344,-2.289654493331909
2017-11-25,116_73,16.91414451599121,20.270109176635746,-3.355966567993164
2017-10-07,116_88,820.3539428710938,763.8800659179688,56.47394561767578
2017-10-14,116_88,773.8727416992188,767.2568359375,6.615893840789795
2017-10-21,116_88,731.837890625,770.633544921875,-38.79568099975586
2017-10-28,116_88,702.3104248046875,774.0103149414062,-71.69993591308594
2017-11-04,116_88,688.4478759765625,777.3870239257812,-88.93912506103516
2017-11-11,116_88,689.1820678710938,780.7638549804688,-91.58180236816406
2017-11-18,116_88,701.18994140625,784.1405639648438,-82.95069122314453
2017-11-25,116_88,720.9359741210938,787.5172729492188,-66.581298828125
2017-10-07,117_117,128.14952087402344,406.9851684570313,-278.83563232421875
2017-10-14,117_117,132.48031616210938,406.8580322265625,-274.3777160644531
2017-10-21,117_117,152.1435546875,406.7308349609375,-254.5872802734375
2017-10-28,117_117,210.3711853027344,406.6036987304688,-196.2324981689453
2017-11-04,117_117,318.24102783203125,406.47650146484375,-88.2354736328125
2017-11-11,117_117,466.8276672363281,406.349365234375,60.47829818725586
2017-11-18,117_117,628.97802734375,406.22216796875,222.75582885742188
2017-11-25,117_117,770.7731323242188,406.094970703125,364.6781005859375
2017-10-07,117_127,487.3851318359375,585.397216796875,-98.01211547851562
2017-10-14,117_127,361.3520812988281,570.951171875,-209.5991058349609
2017-10-21,117_127,267.3409118652344,556.5054931640625,-289.16461181640625
2017-10-28,117_127,237.1398162841797,542.0594482421875,-304.9196472167969
2017-11-04,117_127,274.5848388671875,527.61376953125,-253.0289764404297
2017-11-11,117_127,355.8472595214844,513.1681518554688,-157.32089233398438
2017-11-18,117_127,441.7858276367188,498.72210693359375,-56.93626403808594
2017-11-25,117_127,496.2030944824219,484.27642822265625,11.92665195465088
2017-10-07,117_73,17.36863899230957,19.10274124145508,-1.7341032028198242
2017-10-14,117_73,16.115459442138672,18.900508880615234,-2.785050392150879
2017-10-21,117_73,14.763052940368652,18.698272705078125,-3.935218811035156
2017-10-28,117_73,13.083292961120604,18.49604034423828,-5.412745952606201
2017-11-04,117_73,10.826868057250977,18.293806076049805,-7.466938495635986
2017-11-11,117_73,7.958157539367676,18.091571807861328,-10.133415222167969
2017-11-18,117_73,4.776899814605713,17.889339447021484,-13.11244010925293
2017-11-25,117_73,1.8529136180877688,17.687103271484375,-15.834190368652344
2017-10-07,117_88,290.82550048828125,263.5307922363281,27.29471778869629
2017-10-14,117_88,239.0617828369141,262.9003295898437,-23.838518142700195
2017-10-21,117_88,201.78982543945312,262.26983642578125,-60.47999954223633
2017-10-28,117_88,184.72900390625,261.6393127441406,-76.91030883789062
2017-11-04,117_88,185.4835205078125,261.0088195800781,-75.5252914428711
2017-11-11,117_88,196.04644775390625,260.3783264160156,-64.33187866210938
2017-11-18,117_88,207.26058959960935,259.7478332519531,-52.48724365234375
2017-11-25,117_88,213.0477294921875,259.11737060546875,-46.06962203979492
2017-10-07,118_117,411.3414916992188,1743.568603515625,-1332.2271728515625
2017-10-14,118_117,617.3699340820312,1744.306884765625,-1126.93701171875
2017-10-21,118_117,953.5667114257812,1745.0452880859375,-791.4785766601562
2017-10-28,118_117,1419.8792724609375,1745.78369140625,-325.9044189453125
2017-11-04,118_117,1968.5302734375,1746.52197265625,222.00830078125
2017-11-11,118_117,2518.741943359375,1747.260498046875,771.4812622070312
2017-11-18,118_117,2991.327880859375,1747.998779296875,1243.3289794921875
2017-11-25,118_117,3347.85595703125,1748.7371826171875,1599.118896484375
2017-10-07,118_127,519.1432495117188,1748.89111328125,-1229.747802734375
2017-10-14,118_127,241.318115234375,1661.99609375,-1420.677978515625
2017-10-21,118_127,111.2071533203125,1575.10302734375,-1463.8958740234375
2017-10-28,118_127,157.8779296875,1488.2099609375,-1330.33203125
2017-11-04,118_127,317.54296875,1401.31689453125,-1083.77392578125
2017-11-11,118_127,471.0382080078125,1314.4219970703125,-843.3837890625
2017-11-18,118_127,510.3943481445313,1227.52880859375,-717.134521484375
2017-11-25,118_127,398.7852783203125,1140.6357421875,-741.8504638671875
2017-10-07,118_73,141.69314575195312,206.59103393554688,-64.89789581298828
2017-10-14,118_73,118.8373565673828,196.7493438720703,-77.9119873046875
2017-10-21,118_73,91.01590728759766,186.90740966796875,-95.8915023803711
2017-10-28,118_73,59.61909484863281,177.0654754638672,-117.44638061523438
2017-11-04,118_73,25.627593994140625,167.22378540039062,-141.59619140625
2017-11-11,118_73,-9.808731079101562,157.3818359375,-167.19058227539062
2017-11-18,118_73,-44.73995208740234,147.54014587402344,-192.2801055908203
2017-11-25,118_73,-76.2796401977539,137.69821166992188,-213.97784423828125
2017-10-07,118_88,806.5681762695312,825.4854736328125,-18.917299270629883
2017-10-14,118_88,690.092529296875,820.47412109375,-130.3815460205078
2017-10-21,118_88,607.18994140625,815.4625854492188,-208.2726593017578
2017-10-28,118_88,562.8446655273438,810.4511108398438,-247.60641479492188
2017-11-04,118_88,547.553955078125,805.439697265625,-257.8857727050781
2017-11-11,118_88,546.2509765625,800.42822265625,-254.17721557617188
2017-11-18,118_88,548.3675537109375,795.416748046875,-247.04916381835935
2017-11-25,118_88,553.6629028320312,790.4053344726562,-236.74246215820312
2017-10-07,119_117,720.5160522460938,1309.89306640625,-589.376953125
2017-10-14,119_117,1015.0321655273438,1309.0546875,-294.0224609375
2017-10-21,119_117,1349.5125732421875,1308.2164306640625,41.296199798583984
2017-10-28,119_117,1713.81396484375,1307.3780517578125,406.4358520507813
2017-11-04,119_117,2089.571044921875,1306.5399169921875,783.0311889648438
2017-11-11,119_117,2454.780029296875,1305.7015380859375,1149.0784912109375
2017-11-18,119_117,2792.013671875,1304.86328125,1487.1502685546875
2017-11-25,119_117,3096.12109375,1304.0250244140625,1792.095947265625
2017-10-07,119_127,788.8739624023438,1482.655517578125,-693.781494140625
2017-10-14,119_127,616.8916625976562,1416.629150390625,-799.737548828125
2017-10-21,119_127,556.829833984375,1350.604248046875,-793.7744750976562
2017-10-28,119_127,610.9610595703125,1284.5794677734375,-673.6183471679688
2017-11-04,119_127,737.7565307617188,1218.55322265625,-480.7966918945313
2017-11-11,119_127,869.37451171875,1152.5283203125,-283.1538391113281
2017-11-18,119_127,941.947509765625,1086.50341796875,-144.55593872070312
2017-11-25,119_127,923.6572875976562,1020.4772338867188,-96.81990051269533
2017-10-07,119_73,41.56098175048828,98.81417846679688,-57.25320053100586
2017-10-14,119_73,20.224334716796875,97.31828308105467,-77.09394836425781
2017-10-21,119_73,4.216946601867676,95.82234191894533,-91.60539245605467
2017-10-28,119_73,-5.127475738525391,94.32640075683594,-99.4538803100586
2017-11-04,119_73,-8.214263916015625,92.83050537109376,-101.04476928710938
2017-11-11,119_73,-7.134185314178467,91.33456420898438,-98.46875
2017-11-18,119_73,-4.892364501953125,89.83863067626953,-94.73098754882812
2017-11-25,119_73,-4.237057685852051,88.34268951416016,-92.57974243164062
2017-10-07,119_88,582.9253540039062,534.1658935546875,48.75947570800781
2017-10-14,119_88,520.789794921875,532.23583984375,-11.445979118347168
2017-10-21,119_88,468.9616088867188,530.3056640625,-61.344085693359375
2017-10-28,119_88,433.9309997558594,528.3756103515625,-94.44461059570312
2017-11-04,119_88,415.4109802246094,526.4454956054688,-111.0345230102539
2017-11-11,119_88,408.1090698242188,524.515380859375,-116.40636444091795
2017-11-18,119_88,405.3970947265625,522.5853271484375,-117.18824005126952
2017-11-25,119_88,402.984375,520.6552734375,-117.67086791992188
2017-10-07,11_117,460.6278991699219,1461.193603515625,-1000.5657958984376
2017-10-14,11_117,547.0352172851562,1461.4833984375,-914.4481811523438
2017-10-21,11_117,723.15478515625,1461.7730712890625,-738.6182861328125
2017-10-28,11_117,1039.2109375,1462.0628662109375,-422.851806640625
2017-11-04,11_117,1494.885498046875,1462.3525390625,32.532989501953125
2017-11-11,11_117,2029.3314208984373,1462.6422119140625,566.6891479492188
2017-11-18,11_117,2542.025390625,1462.93212890625,1079.0931396484375
2017-11-25,11_117,2937.148681640625,1463.221923828125,1473.9266357421875
2017-10-07,11_127,1298.921142578125,1767.6888427734375,-468.7677307128906
2017-10-14,11_127,1106.529052734375,1709.092041015625,-602.5629272460938
2017-10-21,11_127,977.1409912109376,1650.496337890625,-673.3552856445312
2017-10-28,11_127,968.13037109375,1591.8994140625,-623.7689819335938
2017-11-04,11_127,1071.9794921875,1533.302490234375,-461.3229370117188
2017-11-11,11_127,1224.9818115234375,1474.70556640625,-249.72381591796875
2017-11-18,11_127,1343.5809326171875,1416.10986328125,-72.52891540527344
2017-11-25,11_127,1368.56396484375,1357.512939453125,11.051024436950684
2017-10-07,11_73,109.44004821777344,77.67878723144531,31.761253356933597
2017-10-14,11_73,85.62388610839844,74.2061767578125,11.417709350585938
2017-10-21,11_73,65.60452270507812,70.73363494873047,-5.129117012023926
2017-10-28,11_73,52.937744140625,67.26109313964844,-14.32335376739502
2017-11-04,11_73,46.39592361450195,63.78855514526367,-17.39263343811035
2017-11-11,11_73,41.35032653808594,60.3159408569336,-18.965614318847656
2017-11-18,11_73,32.786014556884766,56.84340286254883,-24.05738639831543
2017-11-25,11_73,18.332538604736328,53.3708610534668,-35.03832244873047
2017-10-07,11_88,1295.814208984375,1163.700439453125,132.11373901367188
2017-10-14,11_88,1078.0977783203125,1163.4649658203125,-85.36714172363281
2017-10-21,11_88,912.9986572265624,1163.2294921875,-250.23081970214844
2017-10-28,11_88,831.9019165039062,1162.993896484375,-331.09197998046875
2017-11-04,11_88,830.1755981445312,1162.75830078125,-332.582763671875
2017-11-11,11_88,875.548828125,1162.5228271484375,-286.9739685058594
2017-11-18,11_88,927.2786254882812,1162.287353515625,-235.00868225097656
2017-11-25,11_88,956.292236328125,1162.0517578125,-205.7594757080078
2017-10-07,121_117,567.8306274414062,1726.5733642578125,-1158.74267578125
2017-10-14,121_117,821.193603515625,1726.3477783203125,-905.1541748046876
2017-10-21,121_117,1126.5853271484375,1726.122314453125,-599.5370483398438
2017-10-28,121_117,1504.526611328125,1725.896728515625,-221.3701171875
2017-11-04,121_117,1966.66552734375,1725.6712646484375,240.9943389892578
2017-11-11,121_117,2505.177734375,1725.4459228515625,779.7318725585938
2017-11-18,121_117,3089.938232421875,1725.22021484375,1364.71826171875
2017-11-25,121_117,3675.7919921875,1724.994873046875,1950.797119140625
2017-10-07,121_127,1395.62255859375,2378.7802734375,-983.1578369140624
2017-10-14,121_127,1175.3553466796875,2300.279296875,-1124.9239501953125
2017-10-21,121_127,1004.159423828125,2221.776611328125,-1217.6173095703125
2017-10-28,121_127,952.488525390625,2143.275390625,-1190.7869873046875
2017-11-04,121_127,1032.353515625,2064.77294921875,-1032.41943359375
2017-11-11,121_127,1194.0565185546875,1986.270263671875,-792.2138061523438
2017-11-18,121_127,1354.54443359375,1907.7691650390625,-553.2247924804688
2017-11-25,121_127,1440.3746337890625,1829.2664794921875,-388.8919067382813
2017-10-07,121_73,150.72039794921875,101.33167266845705,49.38872909545898
2017-10-14,121_73,142.7023468017578,95.6526336669922,47.049713134765625
2017-10-21,121_73,123.0962371826172,89.97358703613281,33.122650146484375
2017-10-28,121_73,95.9746322631836,84.29454803466797,11.680083274841309
2017-11-04,121_73,65.67310333251953,78.61550903320312,-12.942405700683594
2017-11-11,121_73,35.49818420410156,72.93634033203125,-37.43815231323242
2017-11-18,121_73,7.406352996826172,67.2573013305664,-59.85094833374024
2017-11-25,121_73,-17.511791229248047,61.5782585144043,-79.09004974365234
2017-10-07,121_88,1139.900634765625,1104.68701171875,35.21360778808594
2017-10-14,121_88,975.6748657226562,1103.2576904296875,-127.58285522460938
2017-10-21,121_88,867.4666748046875,1101.828369140625,-234.3616180419922
2017-10-28,121_88,829.4551391601562,1100.39892578125,-270.9437561035156
2017-11-04,121_88,848.8809204101562,1098.969482421875,-250.08860778808597
2017-11-11,121_88,896.1967163085938,1097.5400390625,-201.3433837890625
2017-11-18,121_88,941.1145629882812,1096.1107177734375,-154.99612426757812
2017-11-25,121_88,966.6654052734376,1094.681396484375,-128.01593017578125
2017-10-07,122_117,143.7134246826172,743.9790649414062,-600.265625
2017-10-14,122_117,217.2732391357422,743.8330688476562,-526.559814453125
2017-10-21,122_117,359.9164123535156,743.6870727539062,-383.7706604003906
2017-10-28,122_117,579.7376098632812,743.5411376953125,-163.80355834960938
2017-11-04,122_117,853.8863525390625,743.3951416015625,110.4912338256836
